"i","namei","wi","j","namej","wj","fij"
129,"Sens",24625,129,"Sens",24625,18398
129,"Sens",24625,83,"Nevers",39275,3
130,"Moulins",25151,436,"Decize",2668,12
130,"Moulins",25151,83,"Nevers",39275,11
130,"Moulins",25151,130,"Moulins",25151,137
130,"Moulins",25151,503,"Bourbon-Lancy",2461,4
133,"Haguenau",25822,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,8
133,"Haguenau",25822,251,"Saverne",8453,140
133,"Haguenau",25822,415,"Wissembourg (partie francaise)",3759,157
133,"Haguenau",25822,171,"Sarrebourg",16660,46
133,"Haguenau",25822,41,"Besancon",104571,11
133,"Haguenau",25822,48,"Troyes",75562,6
133,"Haguenau",25822,596,"Ingwiller",2241,124
133,"Haguenau",25822,436,"Decize",2668,4
133,"Haguenau",25822,186,"Vitry-le-Francois",12476,3
133,"Haguenau",25822,257,"Selestat",8479,16
133,"Haguenau",25822,9,"Strasbourg (partie francaise)",332143,5484
133,"Haguenau",25822,95,"Epinal",38365,6
133,"Haguenau",25822,133,"Haguenau",25822,15099
133,"Haguenau",25822,145,"Saint-Die-des-Vosges",19642,6
133,"Haguenau",25822,34,"Mulhouse",110707,11
133,"Haguenau",25822,107,"Chalons-en-Champagne",33720,4
133,"Haguenau",25822,20,"Nancy",179286,26
133,"Haguenau",25822,221,"La Bresse",10171,4
133,"Haguenau",25822,192,"Thann - Cernay",12752,14
133,"Haguenau",25822,280,"Creutzwald",6152,4
133,"Haguenau",25822,174,"Saint-Avold (partie francaise)",13587,7
133,"Haguenau",25822,198,"Guebwiller",12219,11
133,"Haguenau",25822,618,"Soufflenheim",2210,412
133,"Haguenau",25822,550,"Bitche",2394,19
133,"Haguenau",25822,98,"Bale (SUI) - Saint-Louis (partie francaise)",43663,3
133,"Haguenau",25822,52,"Montbeliard",62478,3
133,"Haguenau",25822,25,"Dijon",164440,9
133,"Haguenau",25822,24,"Metz",167292,17
133,"Haguenau",25822,64,"Colmar",55183,30
133,"Haguenau",25822,346,"Lure",4462,4
133,"Haguenau",25822,166,"Verdun",16703,11
133,"Haguenau",25822,301,"Reichshoffen - Niederbronn-les-Bains",6162,1163
133,"Haguenau",25822,59,"Thionville",55321,3
133,"Haguenau",25822,369,"Joigny",3214,3
133,"Haguenau",25822,156,"Sarreguemines (partie francaise)",18304,12
133,"Haguenau",25822,733,"Sarre-Union",1104,4
133,"Haguenau",25822,96,"Auxerre",38167,8
133,"Haguenau",25822,302,"Cosne-Cours-sur-Loire",4859,3
133,"Haguenau",25822,73,"Belfort",45018,8
135,"Vesoul",25291,138,"Lons-le-Saunier",24340,7
135,"Vesoul",25291,284,"Le Thillot",5869,4
135,"Vesoul",25291,196,"Pontarlier",13649,3
135,"Vesoul",25291,675,"Saint-Loup-sur-Semouse",1144,84
135,"Vesoul",25291,315,"Saint-Claude",4756,2
135,"Vesoul",25291,292,"Luxeuil-les-Bains",5942,586
135,"Vesoul",25291,144,"Saint-Dizier",20245,4
135,"Vesoul",25291,124,"Dole",26067,1
135,"Vesoul",25291,25,"Dijon",164440,43
135,"Vesoul",25291,52,"Montbeliard",62478,112
135,"Vesoul",25291,225,"Autun",9348,4
135,"Vesoul",25291,243,"Remiremont",8815,8
135,"Vesoul",25291,41,"Besancon",104571,1317
135,"Vesoul",25291,442,"Morez",3227,8
135,"Vesoul",25291,73,"Belfort",45018,93
135,"Vesoul",25291,133,"Haguenau",25822,3
135,"Vesoul",25291,346,"Lure",4462,291
135,"Vesoul",25291,286,"Louhans",6337,4
135,"Vesoul",25291,34,"Mulhouse",110707,19
135,"Vesoul",25291,95,"Epinal",38365,4
135,"Vesoul",25291,507,"Vittel",2581,4
135,"Vesoul",25291,264,"Gray",6854,158
135,"Vesoul",25291,24,"Metz",167292,6
135,"Vesoul",25291,303,"Champagnole",5449,4
135,"Vesoul",25291,491,"Chauffailles",2580,4
135,"Vesoul",25291,298,"Langres",5946,8
135,"Vesoul",25291,565,"Baume-les-Dames",2221,8
135,"Vesoul",25291,145,"Saint-Die-des-Vosges",19642,3
135,"Vesoul",25291,9,"Strasbourg (partie francaise)",332143,6
135,"Vesoul",25291,20,"Nancy",179286,12
135,"Vesoul",25291,135,"Vesoul",25291,20857
135,"Vesoul",25291,172,"Le Creusot",13529,3
138,"Lons-le-Saunier",24340,60,"Chalon-sur-Saone",55807,48
138,"Lons-le-Saunier",24340,547,"Poligny",2172,179
138,"Lons-le-Saunier",24340,530,"Tournus",1996,4
138,"Lons-le-Saunier",24340,88,"Macon",43707,10
138,"Lons-le-Saunier",24340,48,"Troyes",75562,4
138,"Lons-le-Saunier",24340,124,"Dole",26067,453
138,"Lons-le-Saunier",24340,179,"Beaune",15713,4
138,"Lons-le-Saunier",24340,25,"Dijon",164440,72
138,"Lons-le-Saunier",24340,264,"Gray",6854,4
138,"Lons-le-Saunier",24340,135,"Vesoul",25291,11
138,"Lons-le-Saunier",24340,620,"Valdahon",2708,4
138,"Lons-le-Saunier",24340,34,"Mulhouse",110707,1
138,"Lons-le-Saunier",24340,71,"Bourg-en-Bresse",52386,4
138,"Lons-le-Saunier",24340,734,"Saint-Amour",1292,86
138,"Lons-le-Saunier",24340,225,"Autun",9348,4
138,"Lons-le-Saunier",24340,678,"Saint-Lupicin",1564,12
138,"Lons-le-Saunier",24340,292,"Luxeuil-les-Bains",5942,4
138,"Lons-le-Saunier",24340,647,"Arbois",1872,72
138,"Lons-le-Saunier",24340,165,"Oyonnax",16828,8
138,"Lons-le-Saunier",24340,52,"Montbeliard",62478,3
138,"Lons-le-Saunier",24340,303,"Champagnole",5449,275
138,"Lons-le-Saunier",24340,196,"Pontarlier",13649,9
138,"Lons-le-Saunier",24340,315,"Saint-Claude",4756,32
138,"Lons-le-Saunier",24340,442,"Morez",3227,20
138,"Lons-le-Saunier",24340,138,"Lons-le-Saunier",24340,20281
138,"Lons-le-Saunier",24340,728,"Salins-les-Bains",1124,12
138,"Lons-le-Saunier",24340,29,"Reims",132176,4
138,"Lons-le-Saunier",24340,286,"Louhans",6337,383
138,"Lons-le-Saunier",24340,41,"Besancon",104571,183
138,"Lons-le-Saunier",24340,366,"Delle (partie francaise)",3957,3
138,"Lons-le-Saunier",24340,9,"Strasbourg (partie francaise)",332143,1
138,"Lons-le-Saunier",24340,73,"Belfort",45018,5
144,"Saint-Dizier",20245,237,"Toul",8905,11
144,"Saint-Dizier",20245,145,"Saint-Die-des-Vosges",19642,4
144,"Saint-Dizier",20245,171,"Sarrebourg",16660,4
144,"Saint-Dizier",20245,25,"Dijon",164440,8
144,"Saint-Dizier",20245,397,"Bar-sur-Aube",3709,3
144,"Saint-Dizier",20245,154,"Montceau-les-Mines",15982,4
144,"Saint-Dizier",20245,286,"Louhans",6337,4
144,"Saint-Dizier",20245,559,"Saint-Mihiel",1791,25
144,"Saint-Dizier",20245,161,"Chaumont",18206,124
144,"Saint-Dizier",20245,572,"Ligny-en-Barrois",1908,44
144,"Saint-Dizier",20245,144,"Saint-Dizier",20245,16206
144,"Saint-Dizier",20245,182,"Bar-le-Duc",13929,735
144,"Saint-Dizier",20245,20,"Nancy",179286,104
144,"Saint-Dizier",20245,138,"Lons-le-Saunier",24340,4
144,"Saint-Dizier",20245,60,"Chalon-sur-Saone",55807,4
144,"Saint-Dizier",20245,41,"Besancon",104571,4
144,"Saint-Dizier",20245,427,"Commercy",2868,16
144,"Saint-Dizier",20245,230,"Pont-a-Mousson",9847,8
144,"Saint-Dizier",20245,656,"Nogent",1725,4
144,"Saint-Dizier",20245,506,"Dieuze",2549,4
144,"Saint-Dizier",20245,9,"Strasbourg (partie francaise)",332143,4
144,"Saint-Dizier",20245,95,"Epinal",38365,4
144,"Saint-Dizier",20245,48,"Troyes",75562,47
144,"Saint-Dizier",20245,80,"Charleville-Mezieres",41261,8
144,"Saint-Dizier",20245,636,"Carignan",1600,4
144,"Saint-Dizier",20245,655,"Wassy",1568,492
144,"Saint-Dizier",20245,186,"Vitry-le-Francois",12476,648
144,"Saint-Dizier",20245,175,"Epernay",15468,7
144,"Saint-Dizier",20245,52,"Montbeliard",62478,4
144,"Saint-Dizier",20245,222,"Luneville",9333,8
144,"Saint-Dizier",20245,24,"Metz",167292,40
144,"Saint-Dizier",20245,557,"Neuf-Brisach",2333,4
144,"Saint-Dizier",20245,289,"Romilly-sur-Seine",5049,3
144,"Saint-Dizier",20245,107,"Chalons-en-Champagne",33720,46
144,"Saint-Dizier",20245,298,"Langres",5946,32
144,"Saint-Dizier",20245,29,"Reims",132176,74
144,"Saint-Dizier",20245,166,"Verdun",16703,22
144,"Saint-Dizier",20245,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,3
144,"Saint-Dizier",20245,456,"Sezanne",3217,8
144,"Saint-Dizier",20245,542,"Joinville",1769,259
144,"Saint-Dizier",20245,330,"Neufchateau",4745,4
145,"Saint-Die-des-Vosges",19642,330,"Neufchateau",4745,4
145,"Saint-Die-des-Vosges",19642,95,"Epinal",38365,165
145,"Saint-Die-des-Vosges",19642,144,"Saint-Dizier",20245,4
145,"Saint-Die-des-Vosges",19642,64,"Colmar",55183,17
145,"Saint-Die-des-Vosges",19642,372,"Gerardmer",4009,140
145,"Saint-Die-des-Vosges",19642,568,"Bruyeres",1963,72
145,"Saint-Die-des-Vosges",19642,448,"Sainte-Marie-aux-Mines",2660,12
145,"Saint-Die-des-Vosges",19642,174,"Saint-Avold (partie francaise)",13587,4
145,"Saint-Die-des-Vosges",19642,230,"Pont-a-Mousson",9847,4
145,"Saint-Die-des-Vosges",19642,9,"Strasbourg (partie francaise)",332143,55
145,"Saint-Die-des-Vosges",19642,83,"Nevers",39275,8
145,"Saint-Die-des-Vosges",19642,251,"Saverne",8453,3
145,"Saint-Die-des-Vosges",19642,20,"Nancy",179286,220
145,"Saint-Die-des-Vosges",19642,292,"Luxeuil-les-Bains",5942,4
145,"Saint-Die-des-Vosges",19642,107,"Chalons-en-Champagne",33720,3
145,"Saint-Die-des-Vosges",19642,186,"Vitry-le-Francois",12476,4
145,"Saint-Die-des-Vosges",19642,41,"Besancon",104571,4
145,"Saint-Die-des-Vosges",19642,34,"Mulhouse",110707,5
145,"Saint-Die-des-Vosges",19642,284,"Le Thillot",5869,8
145,"Saint-Die-des-Vosges",19642,586,"Baccarat",1833,126
145,"Saint-Die-des-Vosges",19642,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,7
145,"Saint-Die-des-Vosges",19642,419,"Raon-l'Etape",2724,545
145,"Saint-Die-des-Vosges",19642,523,"Rambervillers",1946,69
145,"Saint-Die-des-Vosges",19642,192,"Thann - Cernay",12752,4
145,"Saint-Die-des-Vosges",19642,612,"Ribeauville",2063,4
145,"Saint-Die-des-Vosges",19642,24,"Metz",167292,11
145,"Saint-Die-des-Vosges",19642,222,"Luneville",9333,32
145,"Saint-Die-des-Vosges",19642,386,"Mirecourt",3530,12
145,"Saint-Die-des-Vosges",19642,237,"Toul",8905,4
145,"Saint-Die-des-Vosges",19642,257,"Selestat",8479,20
145,"Saint-Die-des-Vosges",19642,145,"Saint-Die-des-Vosges",19642,15390
145,"Saint-Die-des-Vosges",19642,507,"Vittel",2581,4
145,"Saint-Die-des-Vosges",19642,762,"Liepvre",1099,4
145,"Saint-Die-des-Vosges",19642,221,"La Bresse",10171,68
145,"Saint-Die-des-Vosges",19642,243,"Remiremont",8815,16
145,"Saint-Die-des-Vosges",19642,171,"Sarrebourg",16660,7
154,"Montceau-les-Mines",15982,389,"Gueugnon",3255,176
154,"Montceau-les-Mines",15982,633,"Cluny",1734,8
154,"Montceau-les-Mines",15982,344,"Digoin",4162,56
154,"Montceau-les-Mines",15982,741,"Charolles",960,40
154,"Montceau-les-Mines",15982,60,"Chalon-sur-Saone",55807,355
154,"Montceau-les-Mines",15982,95,"Epinal",38365,3
154,"Montceau-les-Mines",15982,88,"Macon",43707,20
154,"Montceau-les-Mines",15982,172,"Le Creusot",13529,733
154,"Montceau-les-Mines",15982,20,"Nancy",179286,4
154,"Montceau-les-Mines",15982,9,"Strasbourg (partie francaise)",332143,13
154,"Montceau-les-Mines",15982,503,"Bourbon-Lancy",2461,8
154,"Montceau-les-Mines",15982,154,"Montceau-les-Mines",15982,11835
154,"Montceau-les-Mines",15982,530,"Tournus",1996,4
154,"Montceau-les-Mines",15982,25,"Dijon",164440,73
154,"Montceau-les-Mines",15982,179,"Beaune",15713,4
154,"Montceau-les-Mines",15982,353,"Paray-le-Monial",4294,32
154,"Montceau-les-Mines",15982,83,"Nevers",39275,7
154,"Montceau-les-Mines",15982,41,"Besancon",104571,7
154,"Montceau-les-Mines",15982,225,"Autun",9348,77
156,"Sarreguemines (partie francaise)",18304,24,"Metz",167292,149
156,"Sarreguemines (partie francaise)",18304,124,"Dole",26067,3
156,"Sarreguemines (partie francaise)",18304,222,"Luneville",9333,7
156,"Sarreguemines (partie francaise)",18304,156,"Sarreguemines (partie francaise)",18304,11289
156,"Sarreguemines (partie francaise)",18304,145,"Saint-Die-des-Vosges",19642,1
156,"Sarreguemines (partie francaise)",18304,9,"Strasbourg (partie francaise)",332143,77
156,"Sarreguemines (partie francaise)",18304,34,"Mulhouse",110707,10
156,"Sarreguemines (partie francaise)",18304,237,"Toul",8905,3
156,"Sarreguemines (partie francaise)",18304,550,"Bitche",2394,160
156,"Sarreguemines (partie francaise)",18304,138,"Lons-le-Saunier",24340,3
156,"Sarreguemines (partie francaise)",18304,301,"Reichshoffen - Niederbronn-les-Bains",6162,4
156,"Sarreguemines (partie francaise)",18304,251,"Saverne",8453,14
156,"Sarreguemines (partie francaise)",18304,280,"Creutzwald",6152,101
156,"Sarreguemines (partie francaise)",18304,196,"Pontarlier",13649,2
156,"Sarreguemines (partie francaise)",18304,59,"Thionville",55321,21
156,"Sarreguemines (partie francaise)",18304,506,"Dieuze",2549,12
156,"Sarreguemines (partie francaise)",18304,20,"Nancy",179286,87
156,"Sarreguemines (partie francaise)",18304,64,"Colmar",55183,3
156,"Sarreguemines (partie francaise)",18304,133,"Haguenau",25822,7
156,"Sarreguemines (partie francaise)",18304,230,"Pont-a-Mousson",9847,11
156,"Sarreguemines (partie francaise)",18304,25,"Dijon",164440,4
156,"Sarreguemines (partie francaise)",18304,604,"Morhange",1593,25
156,"Sarreguemines (partie francaise)",18304,52,"Montbeliard",62478,3
156,"Sarreguemines (partie francaise)",18304,174,"Saint-Avold (partie francaise)",13587,364
156,"Sarreguemines (partie francaise)",18304,733,"Sarre-Union",1104,90
156,"Sarreguemines (partie francaise)",18304,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,2824
156,"Sarreguemines (partie francaise)",18304,171,"Sarrebourg",16660,86
161,"Chaumont",18206,725,"Bar-sur-Seine",1112,4
161,"Chaumont",18206,48,"Troyes",75562,105
161,"Chaumont",18206,179,"Beaune",15713,5
161,"Chaumont",18206,230,"Pont-a-Mousson",9847,1
161,"Chaumont",18206,161,"Chaumont",18206,15379
161,"Chaumont",18206,52,"Montbeliard",62478,4
161,"Chaumont",18206,655,"Wassy",1568,8
161,"Chaumont",18206,9,"Strasbourg (partie francaise)",332143,9
161,"Chaumont",18206,346,"Lure",4462,4
161,"Chaumont",18206,20,"Nancy",179286,28
161,"Chaumont",18206,572,"Ligny-en-Barrois",1908,8
161,"Chaumont",18206,507,"Vittel",2581,4
161,"Chaumont",18206,41,"Besancon",104571,8
161,"Chaumont",18206,133,"Haguenau",25822,1
161,"Chaumont",18206,29,"Reims",132176,20
161,"Chaumont",18206,80,"Charleville-Mezieres",41261,10
161,"Chaumont",18206,336,"Chatillon-sur-Seine",4615,4
161,"Chaumont",18206,656,"Nogent",1725,374
161,"Chaumont",18206,115,"Longwy (partie francaise)",29599,4
161,"Chaumont",18206,34,"Mulhouse",110707,6
161,"Chaumont",18206,397,"Bar-sur-Aube",3709,33
161,"Chaumont",18206,186,"Vitry-le-Francois",12476,4
161,"Chaumont",18206,144,"Saint-Dizier",20245,139
161,"Chaumont",18206,523,"Rambervillers",1946,4
161,"Chaumont",18206,386,"Mirecourt",3530,4
161,"Chaumont",18206,542,"Joinville",1769,77
161,"Chaumont",18206,166,"Verdun",16703,3
161,"Chaumont",18206,135,"Vesoul",25291,1
161,"Chaumont",18206,237,"Toul",8905,4
161,"Chaumont",18206,298,"Langres",5946,304
161,"Chaumont",18206,714,"Contrexeville",1264,4
161,"Chaumont",18206,25,"Dijon",164440,87
161,"Chaumont",18206,107,"Chalons-en-Champagne",33720,7
161,"Chaumont",18206,330,"Neufchateau",4745,29
161,"Chaumont",18206,182,"Bar-le-Duc",13929,13
161,"Chaumont",18206,124,"Dole",26067,4
161,"Chaumont",18206,24,"Metz",167292,9
165,"Oyonnax",16828,315,"Saint-Claude",4756,23
165,"Oyonnax",16828,678,"Saint-Lupicin",1564,8
165,"Oyonnax",16828,165,"Oyonnax",16828,327
165,"Oyonnax",16828,138,"Lons-le-Saunier",24340,4
166,"Verdun",16703,330,"Neufchateau",4745,4
166,"Verdun",16703,9,"Strasbourg (partie francaise)",332143,7
166,"Verdun",16703,427,"Commercy",2868,17
166,"Verdun",16703,559,"Saint-Mihiel",1791,119
166,"Verdun",16703,166,"Verdun",16703,13927
166,"Verdun",16703,59,"Thionville",55321,11
166,"Verdun",16703,665,"Stenay",1529,48
166,"Verdun",16703,20,"Nancy",179286,135
166,"Verdun",16703,73,"Belfort",45018,3
166,"Verdun",16703,80,"Charleville-Mezieres",41261,8
166,"Verdun",16703,41,"Besancon",104571,2
166,"Verdun",16703,687,"Etain",1517,294
166,"Verdun",16703,29,"Reims",132176,7
166,"Verdun",16703,758,"Kayl (LUX) - Ottange (partie francaise)",1097,4
166,"Verdun",16703,572,"Ligny-en-Barrois",1908,8
166,"Verdun",16703,145,"Saint-Die-des-Vosges",19642,8
166,"Verdun",16703,636,"Carignan",1600,8
166,"Verdun",16703,107,"Chalons-en-Champagne",33720,14
166,"Verdun",16703,24,"Metz",167292,191
166,"Verdun",16703,144,"Saint-Dizier",20245,16
166,"Verdun",16703,331,"Jarny",4834,36
166,"Verdun",16703,185,"Sedan",11171,4
166,"Verdun",16703,456,"Sezanne",3217,4
166,"Verdun",16703,182,"Bar-le-Duc",13929,128
166,"Verdun",16703,174,"Saint-Avold (partie francaise)",13587,3
166,"Verdun",16703,504,"Sainte-Menehould",2358,16
166,"Verdun",16703,115,"Longwy (partie francaise)",29599,84
166,"Verdun",16703,237,"Toul",8905,18
166,"Verdun",16703,161,"Chaumont",18206,1
166,"Verdun",16703,129,"Sens",24625,4
166,"Verdun",16703,48,"Troyes",75562,4
166,"Verdun",16703,192,"Thann - Cernay",12752,3
166,"Verdun",16703,230,"Pont-a-Mousson",9847,24
171,"Sarrebourg",16660,237,"Toul",8905,5
171,"Sarrebourg",16660,251,"Saverne",8453,88
171,"Sarrebourg",16660,550,"Bitche",2394,4
171,"Sarrebourg",16660,20,"Nancy",179286,145
171,"Sarrebourg",16660,596,"Ingwiller",2241,4
171,"Sarrebourg",16660,156,"Sarreguemines (partie francaise)",18304,53
171,"Sarrebourg",16660,144,"Saint-Dizier",20245,4
171,"Sarrebourg",16660,9,"Strasbourg (partie francaise)",332143,235
171,"Sarrebourg",16660,174,"Saint-Avold (partie francaise)",13587,24
171,"Sarrebourg",16660,280,"Creutzwald",6152,9
171,"Sarrebourg",16660,73,"Belfort",45018,3
171,"Sarrebourg",16660,24,"Metz",167292,117
171,"Sarrebourg",16660,41,"Besancon",104571,1
171,"Sarrebourg",16660,171,"Sarrebourg",16660,11938
171,"Sarrebourg",16660,185,"Sedan",11171,7
171,"Sarrebourg",16660,124,"Dole",26067,2
171,"Sarrebourg",16660,618,"Soufflenheim",2210,4
171,"Sarrebourg",16660,506,"Dieuze",2549,85
171,"Sarrebourg",16660,29,"Reims",132176,3
171,"Sarrebourg",16660,548,"Saint-Florentin",1811,8
171,"Sarrebourg",16660,48,"Troyes",75562,5
171,"Sarrebourg",16660,225,"Autun",9348,4
171,"Sarrebourg",16660,733,"Sarre-Union",1104,16
171,"Sarrebourg",16660,95,"Epinal",38365,1
171,"Sarrebourg",16660,52,"Montbeliard",62478,7
171,"Sarrebourg",16660,419,"Raon-l'Etape",2724,4
171,"Sarrebourg",16660,586,"Baccarat",1833,17
171,"Sarrebourg",16660,138,"Lons-le-Saunier",24340,2
171,"Sarrebourg",16660,222,"Luneville",9333,31
171,"Sarrebourg",16660,603,"Mourmelon-le-Grand",2698,4
171,"Sarrebourg",16660,604,"Morhange",1593,12
171,"Sarrebourg",16660,34,"Mulhouse",110707,9
171,"Sarrebourg",16660,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,99
171,"Sarrebourg",16660,166,"Verdun",16703,11
171,"Sarrebourg",16660,59,"Thionville",55321,11
171,"Sarrebourg",16660,133,"Haguenau",25822,5
171,"Sarrebourg",16660,135,"Vesoul",25291,4
171,"Sarrebourg",16660,145,"Saint-Die-des-Vosges",19642,13
171,"Sarrebourg",16660,182,"Bar-le-Duc",13929,3
172,"Le Creusot",13529,389,"Gueugnon",3255,76
172,"Le Creusot",13529,161,"Chaumont",18206,4
172,"Le Creusot",13529,9,"Strasbourg (partie francaise)",332143,3
172,"Le Creusot",13529,542,"Joinville",1769,4
172,"Le Creusot",13529,436,"Decize",2668,4
172,"Le Creusot",13529,336,"Chatillon-sur-Seine",4615,8
172,"Le Creusot",13529,96,"Auxerre",38167,11
172,"Le Creusot",13529,88,"Macon",43707,17
172,"Le Creusot",13529,129,"Sens",24625,3
172,"Le Creusot",13529,25,"Dijon",164440,85
172,"Le Creusot",13529,353,"Paray-le-Monial",4294,12
172,"Le Creusot",13529,98,"Bale (SUI) - Saint-Louis (partie francaise)",43663,4
172,"Le Creusot",13529,741,"Charolles",960,4
172,"Le Creusot",13529,225,"Autun",9348,309
172,"Le Creusot",13529,124,"Dole",26067,3
172,"Le Creusot",13529,154,"Montceau-les-Mines",15982,1426
172,"Le Creusot",13529,34,"Mulhouse",110707,4
172,"Le Creusot",13529,547,"Poligny",2172,4
172,"Le Creusot",13529,60,"Chalon-sur-Saone",55807,679
172,"Le Creusot",13529,286,"Louhans",6337,12
172,"Le Creusot",13529,83,"Nevers",39275,1
172,"Le Creusot",13529,41,"Besancon",104571,12
172,"Le Creusot",13529,344,"Digoin",4162,4
172,"Le Creusot",13529,179,"Beaune",15713,5
172,"Le Creusot",13529,145,"Saint-Die-des-Vosges",19642,3
172,"Le Creusot",13529,172,"Le Creusot",13529,10157
172,"Le Creusot",13529,48,"Troyes",75562,7
172,"Le Creusot",13529,530,"Tournus",1996,8
172,"Le Creusot",13529,503,"Bourbon-Lancy",2461,8
174,"Saint-Avold (partie francaise)",13587,257,"Selestat",8479,3
174,"Saint-Avold (partie francaise)",13587,251,"Saverne",8453,1
174,"Saint-Avold (partie francaise)",13587,24,"Metz",167292,780
174,"Saint-Avold (partie francaise)",13587,506,"Dieuze",2549,52
174,"Saint-Avold (partie francaise)",13587,80,"Charleville-Mezieres",41261,1
174,"Saint-Avold (partie francaise)",13587,174,"Saint-Avold (partie francaise)",13587,6890
174,"Saint-Avold (partie francaise)",13587,171,"Sarrebourg",16660,44
174,"Saint-Avold (partie francaise)",13587,331,"Jarny",4834,5
174,"Saint-Avold (partie francaise)",13587,9,"Strasbourg (partie francaise)",332143,28
174,"Saint-Avold (partie francaise)",13587,115,"Longwy (partie francaise)",29599,12
174,"Saint-Avold (partie francaise)",13587,542,"Joinville",1769,4
174,"Saint-Avold (partie francaise)",13587,133,"Haguenau",25822,6
174,"Saint-Avold (partie francaise)",13587,60,"Chalon-sur-Saone",55807,3
174,"Saint-Avold (partie francaise)",13587,59,"Thionville",55321,54
174,"Saint-Avold (partie francaise)",13587,221,"La Bresse",10171,4
174,"Saint-Avold (partie francaise)",13587,222,"Luneville",9333,6
174,"Saint-Avold (partie francaise)",13587,48,"Troyes",75562,4
174,"Saint-Avold (partie francaise)",13587,604,"Morhange",1593,57
174,"Saint-Avold (partie francaise)",13587,625,"Bouzonville",1541,16
174,"Saint-Avold (partie francaise)",13587,20,"Nancy",179286,118
174,"Saint-Avold (partie francaise)",13587,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,2305
174,"Saint-Avold (partie francaise)",13587,550,"Bitche",2394,4
174,"Saint-Avold (partie francaise)",13587,230,"Pont-a-Mousson",9847,13
174,"Saint-Avold (partie francaise)",13587,156,"Sarreguemines (partie francaise)",18304,260
174,"Saint-Avold (partie francaise)",13587,64,"Colmar",55183,4
174,"Saint-Avold (partie francaise)",13587,29,"Reims",132176,4
174,"Saint-Avold (partie francaise)",13587,280,"Creutzwald",6152,960
175,"Epernay",15468,80,"Charleville-Mezieres",41261,7
175,"Epernay",15468,182,"Bar-le-Duc",13929,3
175,"Epernay",15468,166,"Verdun",16703,7
175,"Epernay",15468,603,"Mourmelon-le-Grand",2698,12
175,"Epernay",15468,48,"Troyes",75562,40
175,"Epernay",15468,171,"Sarrebourg",16660,4
175,"Epernay",15468,1,"Paris",5599722,8
175,"Epernay",15468,88,"Macon",43707,4
175,"Epernay",15468,456,"Sezanne",3217,28
175,"Epernay",15468,73,"Belfort",45018,3
175,"Epernay",15468,306,"Rethel",5425,28
175,"Epernay",15468,175,"Epernay",15468,10768
175,"Epernay",15468,529,"Vouziers",2120,4
175,"Epernay",15468,761,"Vertus",1008,96
175,"Epernay",15468,743,"Dormans",1153,88
175,"Epernay",15468,699,"Montmirail",1396,12
175,"Epernay",15468,397,"Bar-sur-Aube",3709,4
175,"Epernay",15468,179,"Beaune",15713,1
175,"Epernay",15468,20,"Nancy",179286,8
175,"Epernay",15468,144,"Saint-Dizier",20245,11
175,"Epernay",15468,24,"Metz",167292,3
175,"Epernay",15468,186,"Vitry-le-Francois",12476,16
175,"Epernay",15468,185,"Sedan",11171,4
175,"Epernay",15468,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,3
175,"Epernay",15468,107,"Chalons-en-Champagne",33720,445
175,"Epernay",15468,29,"Reims",132176,1998
179,"Beaune",15713,154,"Montceau-les-Mines",15982,13
179,"Beaune",15713,264,"Gray",6854,4
179,"Beaune",15713,172,"Le Creusot",13529,30
179,"Beaune",15713,60,"Chalon-sur-Saone",55807,736
179,"Beaune",15713,20,"Nancy",179286,7
179,"Beaune",15713,41,"Besancon",104571,19
179,"Beaune",15713,222,"Luneville",9333,3
179,"Beaune",15713,83,"Nevers",39275,4
179,"Beaune",15713,497,"Semur-en-Auxois",2899,12
179,"Beaune",15713,73,"Belfort",45018,3
179,"Beaune",15713,530,"Tournus",1996,12
179,"Beaune",15713,179,"Beaune",15713,10991
179,"Beaune",15713,286,"Louhans",6337,8
179,"Beaune",15713,336,"Chatillon-sur-Seine",4615,4
179,"Beaune",15713,25,"Dijon",164440,1382
179,"Beaune",15713,48,"Troyes",75562,6
179,"Beaune",15713,353,"Paray-le-Monial",4294,4
179,"Beaune",15713,225,"Autun",9348,19
179,"Beaune",15713,96,"Auxerre",38167,12
179,"Beaune",15713,138,"Lons-le-Saunier",24340,11
179,"Beaune",15713,124,"Dole",26067,38
179,"Beaune",15713,88,"Macon",43707,11
182,"Bar-le-Duc",13929,655,"Wassy",1568,8
182,"Bar-le-Duc",13929,24,"Metz",167292,25
182,"Bar-le-Duc",13929,559,"Saint-Mihiel",1791,95
182,"Bar-le-Duc",13929,237,"Toul",8905,31
182,"Bar-le-Duc",13929,386,"Mirecourt",3530,4
182,"Bar-le-Duc",13929,284,"Le Thillot",5869,8
182,"Bar-le-Duc",13929,107,"Chalons-en-Champagne",33720,26
182,"Bar-le-Duc",13929,9,"Strasbourg (partie francaise)",332143,7
182,"Bar-le-Duc",13929,665,"Stenay",1529,8
182,"Bar-le-Duc",13929,144,"Saint-Dizier",20245,618
